return_id,order_id,product_id,customer_id,return_date,return_reason,return_amount,refund_status,refund_days,category
RET006622,ORD0034839,PROD0781,CUST03734,2023-02-23,Wrong Item,3202.0,Pending,7,Beauty & Health
RET006623,ORD0034839,PROD0418,CUST03734,2023-02-23,Size Issue,1337.0,Pending,3,Books
RET006624,ORD0034846,PROD0319,CUST04874,2023-03-01,Better Price Found,2342.0,Refunded,8,Beauty & Health
RET006625,ORD0034846,PROD0040,CUST04874,2023-03-01,Better Price Found,1352.0,Pending,3,Grocery
RET006626,ORD0034900,PROD0059,CUST02923,2021-07-10,Size Issue,4854.0,Refunded,4,Beauty & Health
RET006627,ORD0034900,PROD0525,CUST02923,2021-07-10,Size Issue,958.0,Refunded,10,Books
RET006628,ORD0034900,PROD0237,CUST02923,2021-07-10,Defective Product,25455.0,Refunded,3,Electronics
RET006629,ORD0034900,PROD0516,CUST02923,2021-07-10,Size Issue,14235.0,Refunded,4,Sports & Fitness
RET006630,ORD0034905,PROD0743,CUST04078,2020-04-02,Damaged in Transit,4276.0,Refunded,14,Beauty & Health
RET006631,ORD0034905,PROD0141,CUST04078,2020-04-02,Wrong Item,7628.0,Refunded,7,Toys & Games
RET006632,ORD0034917,PROD0277,CUST01380,2023-07-19,Damaged in Transit,206.0,Refunded,9,Beauty & Health
RET006633,ORD0034917,PROD0416,CUST01380,2023-07-19,Changed Mind,7050.0,Refunded,6,Fashion
RET006634,ORD0034926,PROD0634,CUST01543,2022-09-18,Changed Mind,872.0,Refunded,7,Books
RET006635,ORD0034926,PROD0544,CUST01543,2022-09-18,Better Price Found,419.0,Refunded,11,Beauty & Health
RET006636,ORD0034926,PROD0181,CUST01543,2022-09-18,Better Price Found,118.0,Refunded,11,Books
RET006637,ORD0034933,PROD0429,CUST00249,2024-01-08,Size Issue,608.0,Refunded,7,Office Supplies
RET006638,ORD0034933,PROD0128,CUST00249,2024-01-08,Size Issue,5010.0,Refunded,8,Toys & Games
RET006639,ORD0034940,PROD0231,CUST04837,2022-03-15,Better Price Found,2960.0,Refunded,10,Grocery
RET006640,ORD0034947,PROD0329,CUST04391,2022-11-06,Better Price Found,1760.0,Refunded,3,Grocery
RET006641,ORD0034957,PROD0209,CUST02658,2024-01-17,Better Price Found,9115.0,Refunded,9,Sports & Fitness
RET006642,ORD0034957,PROD0594,CUST02658,2024-01-17,Better Price Found,125.0,Refunded,14,Books
RET006643,ORD0034957,PROD0285,CUST02658,2024-01-17,Size Issue,69352.0,Refunded,4,Home & Kitchen
RET006644,ORD0034962,PROD0144,CUST03255,2024-11-21,Size Issue,11142.0,Refunded,11,Sports & Fitness
RET006645,ORD0034962,PROD0665,CUST03255,2024-11-21,Size Issue,276063.0,Pending,8,Electronics
RET006646,ORD0035002,PROD0121,CUST03450,2020-03-27,Better Price Found,8878.0,Refunded,14,Office Supplies
RET006647,ORD0035008,PROD0682,CUST02285,2022-03-02,Better Price Found,2978.0,Refunded,13,Toys & Games
RET006648,ORD0035016,PROD0185,CUST00306,2022-04-27,Defective Product,15096.0,Refunded,14,Fashion
RET006649,ORD0035020,PROD0355,CUST04273,2021-08-03,Changed Mind,24489.0,Refunded,10,Fashion
RET006650,ORD0035020,PROD0021,CUST04273,2021-08-03,Wrong Item,4040.0,Refunded,6,Beauty & Health
RET006651,ORD0035020,PROD0042,CUST04273,2021-08-03,Size Issue,546.0,Refunded,8,Books
RET006652,ORD0035020,PROD0774,CUST04273,2021-08-03,Wrong Item,21531.0,Refunded,3,Home & Kitchen
RET006653,ORD0035020,PROD0625,CUST04273,2021-08-03,Better Price Found,2572.0,Refunded,3,Toys & Games
RET006654,ORD0035042,PROD0436,CUST03649,2024-01-30,Changed Mind,219624.0,Refunded,11,Electronics
RET006655,ORD0035048,PROD0488,CUST04183,2022-09-22,Damaged in Transit,18796.0,Refunded,7,Fashion
RET006656,ORD0035066,PROD0480,CUST01923,2023-10-08,Damaged in Transit,1666.0,Refunded,14,Books
RET006657,ORD0035070,PROD0233,CUST02284,2020-12-08,Size Issue,147112.0,Rejected,10,Electronics
RET006658,ORD0035073,PROD0446,CUST03571,2020-09-15,Damaged in Transit,1424.0,Refunded,8,Books
RET006659,ORD0035073,PROD0061,CUST03571,2020-09-15,Size Issue,38034.0,Refunded,8,Home & Kitchen
RET006660,ORD0035075,PROD0173,CUST04435,2022-11-13,Size Issue,1173.0,Refunded,12,Automotive
RET006661,ORD0035116,PROD0647,CUST04218,2021-07-26,Better Price Found,8680.0,Refunded,11,Office Supplies
RET006662,ORD0035116,PROD0004,CUST04218,2021-07-26,Defective Product,55142.0,Refunded,10,Home & Kitchen
RET006663,ORD0035116,PROD0690,CUST04218,2021-07-26,Better Price Found,368.0,Refunded,10,Books
RET006664,ORD0035128,PROD0148,CUST00743,2023-03-09,Size Issue,32780.0,Refunded,5,Electronics
RET006665,ORD0035131,PROD0360,CUST01611,2024-07-27,Defective Product,3740.0,Rejected,12,Electronics
RET006666,ORD0035134,PROD0699,CUST04951,2022-02-03,Better Price Found,7651.0,Refunded,13,Automotive
RET006667,ORD0035138,PROD0050,CUST03653,2020-03-25,Changed Mind,103000.0,Refunded,11,Electronics
RET006668,ORD0035151,PROD0114,CUST03057,2020-03-09,Defective Product,2780.0,Refunded,6,Beauty & Health
RET006669,ORD0035151,PROD0496,CUST03057,2020-03-09,Defective Product,2959.0,Rejected,10,Sports & Fitness
RET006670,ORD0035165,PROD0679,CUST02269,2024-12-07,Defective Product,10424.0,Refunded,8,Sports & Fitness
RET006671,ORD0035165,PROD0589,CUST02269,2024-12-07,Better Price Found,3506.0,Refunded,9,Toys & Games
RET006672,ORD0035165,PROD0086,CUST02269,2024-12-07,Size Issue,595.0,Pending,14,Beauty & Health
RET006673,ORD0035165,PROD0570,CUST02269,2024-12-07,Defective Product,2626.0,Refunded,4,Books
RET006674,ORD0035165,PROD0157,CUST02269,2024-12-07,Wrong Item,554.0,Refunded,11,Books
RET006675,ORD0035173,PROD0474,CUST00223,2021-03-20,Size Issue,19086.0,Pending,7,Automotive
RET006676,ORD0035173,PROD0281,CUST00223,2021-03-20,Wrong Item,1122.0,Pending,13,Grocery
RET006677,ORD0035173,PROD0084,CUST00223,2021-03-20,Better Price Found,61772.0,Refunded,11,Automotive
RET006678,ORD0035174,PROD0478,CUST00114,2022-03-08,Wrong Item,2910.0,Refunded,3,Beauty & Health
RET006679,ORD0035185,PROD0196,CUST03981,2023-06-30,Defective Product,1496.0,Refunded,9,Books
RET006680,ORD0035185,PROD0455,CUST03981,2023-06-30,Size Issue,8865.0,Refunded,10,Automotive
RET006681,ORD0035185,PROD0063,CUST03981,2023-06-30,Better Price Found,1220.0,Refunded,13,Beauty & Health
RET006682,ORD0035187,PROD0192,CUST00537,2022-08-10,Size Issue,1116.0,Refunded,7,Grocery
RET006683,ORD0035187,PROD0765,CUST00537,2022-08-10,Damaged in Transit,20124.0,Refunded,10,Home & Kitchen
RET006684,ORD0035246,PROD0581,CUST00874,2022-06-01,Wrong Item,707.0,Refunded,9,Grocery
RET006685,ORD0035249,PROD0600,CUST01711,2020-09-08,Changed Mind,2560.0,Refunded,7,Beauty & Health
RET006686,ORD0035249,PROD0685,CUST01711,2020-09-08,Damaged in Transit,10138.0,Refunded,12,Home & Kitchen
RET006687,ORD0035264,PROD0112,CUST00120,2022-10-28,Size Issue,178.0,Refunded,4,Grocery
RET006688,ORD0035264,PROD0740,CUST00120,2022-10-28,Damaged in Transit,1105.0,Refunded,5,Grocery
RET006689,ORD0035264,PROD0036,CUST00120,2022-10-28,Wrong Item,5374.0,Refunded,3,Fashion
RET006690,ORD0035274,PROD0729,CUST00473,2024-07-09,Size Issue,1358.0,Refunded,11,Books
RET006691,ORD0035274,PROD0775,CUST00473,2024-07-09,Defective Product,71097.0,Refunded,14,Home & Kitchen
RET006692,ORD0035276,PROD0476,CUST02813,2024-08-02,Size Issue,4266.0,Refunded,10,Toys & Games
RET006693,ORD0035281,PROD0163,CUST01602,2023-08-11,Size Issue,6000.0,Refunded,8,Beauty & Health
RET006694,ORD0035281,PROD0360,CUST01602,2023-08-11,Changed Mind,4156.0,Refunded,4,Electronics
RET006695,ORD0035284,PROD0681,CUST02328,2022-09-29,Wrong Item,3134.0,Rejected,7,Beauty & Health
RET006696,ORD0035284,PROD0525,CUST02328,2022-09-29,Changed Mind,2874.0,Refunded,6,Books
RET006697,ORD0035284,PROD0557,CUST02328,2022-09-29,Changed Mind,4564.0,Refunded,13,Office Supplies
RET006698,ORD0035284,PROD0418,CUST02328,2022-09-29,Better Price Found,1337.0,Refunded,10,Books
RET006699,ORD0035299,PROD0443,CUST03274,2022-10-19,Changed Mind,2381.0,Refunded,3,Sports & Fitness
RET006700,ORD0035302,PROD0556,CUST04870,2021-08-13,Wrong Item,1787.0,Pending,13,Toys & Games
RET006701,ORD0035317,PROD0071,CUST01073,2024-09-21,Defective Product,1238.0,Refunded,3,Books
RET006702,ORD0035317,PROD0475,CUST01073,2024-09-21,Size Issue,554.0,Refunded,10,Books
RET006703,ORD0035322,PROD0349,CUST04319,2023-10-02,Defective Product,144.0,Refunded,14,Toys & Games
RET006704,ORD0035328,PROD0222,CUST00600,2024-02-26,Defective Product,12411.0,Rejected,9,Office Supplies
RET006705,ORD0035328,PROD0039,CUST00600,2024-02-26,Changed Mind,10322.0,Refunded,3,Automotive
RET006706,ORD0035334,PROD0254,CUST01260,2020-09-10,Changed Mind,12704.0,Refunded,5,Sports & Fitness
RET006707,ORD0035344,PROD0383,CUST00203,2022-05-01,Defective Product,13722.0,Refunded,9,Fashion
RET006708,ORD0035358,PROD0063,CUST01210,2021-11-27,Damaged in Transit,1046.0,Refunded,13,Beauty & Health
RET006709,ORD0035358,PROD0500,CUST01210,2021-11-27,Better Price Found,35477.0,Refunded,6,Home & Kitchen
RET006710,ORD0035358,PROD0337,CUST01210,2021-11-27,Changed Mind,7199.0,Refunded,12,Fashion
RET006711,ORD0035374,PROD0133,CUST04616,2022-11-21,Defective Product,5688.0,Refunded,9,Office Supplies
RET006712,ORD0035404,PROD0286,CUST00239,2023-03-11,Size Issue,4006.0,Refunded,9,Sports & Fitness
RET006713,ORD0035404,PROD0273,CUST00239,2023-03-11,Defective Product,8408.0,Refunded,9,Home & Kitchen
RET006714,ORD0035424,PROD0470,CUST01236,2024-03-15,Changed Mind,50283.0,Refunded,7,Electronics
RET006715,ORD0035432,PROD0503,CUST03914,2022-05-27,Better Price Found,3136.0,Refunded,3,Office Supplies
RET006716,ORD0035443,PROD0654,CUST02215,2022-08-27,Wrong Item,306381.0,Pending,3,Electronics
RET006717,ORD0035462,PROD0459,CUST04418,2022-05-29,Damaged in Transit,83022.0,Refunded,7,Home & Kitchen
RET006718,ORD0035462,PROD0574,CUST04418,2022-05-29,Damaged in Transit,42167.0,Refunded,4,Electronics
RET006719,ORD0035466,PROD0168,CUST00056,2024-05-01,Size Issue,19528.0,Refunded,3,Office Supplies
RET006720,ORD0035467,PROD0073,CUST01513,2020-04-03,Wrong Item,30158.0,Refunded,6,Sports & Fitness
RET006721,ORD0035478,PROD0354,CUST04315,2023-06-24,Size Issue,868.0,Refunded,7,Fashion
RET006722,ORD0035478,PROD0251,CUST04315,2023-06-24,Wrong Item,58428.0,Refunded,6,Electronics
RET006723,ORD0035478,PROD0546,CUST04315,2023-06-24,Changed Mind,2726.0,Refunded,9,Sports & Fitness
RET006724,ORD0035478,PROD0539,CUST04315,2023-06-24,Size Issue,15018.0,Refunded,13,Home & Kitchen
RET006725,ORD0035478,PROD0160,CUST04315,2023-06-24,Size Issue,14484.0,Refunded,5,Fashion
RET006726,ORD0035479,PROD0441,CUST01568,2021-05-30,Changed Mind,787.0,Refunded,7,Grocery
RET006727,ORD0035483,PROD0087,CUST01529,2023-01-04,Damaged in Transit,7408.0,Refunded,6,Automotive
RET006728,ORD0035484,PROD0789,CUST01090,2024-02-01,Damaged in Transit,77233.0,Refunded,13,Electronics
RET006729,ORD0035486,PROD0150,CUST04546,2020-04-20,Damaged in Transit,1716.0,Refunded,14,Home & Kitchen
RET006730,ORD0035486,PROD0571,CUST04546,2020-04-20,Changed Mind,1004.0,Refunded,11,Grocery
RET006731,ORD0035486,PROD0368,CUST04546,2020-04-20,Changed Mind,4299.0,Refunded,12,Beauty & Health
RET006732,ORD0035532,PROD0685,CUST02202,2024-06-25,Changed Mind,4770.0,Refunded,6,Home & Kitchen
RET006733,ORD0035534,PROD0631,CUST00340,2021-05-26,Better Price Found,1345.0,Refunded,13,Beauty & Health
RET006734,ORD0035537,PROD0568,CUST00795,2022-11-25,Changed Mind,10445.0,Refunded,3,Fashion
RET006735,ORD0035537,PROD0365,CUST00795,2022-11-25,Damaged in Transit,11960.0,Refunded,7,Automotive
RET006736,ORD0035537,PROD0199,CUST00795,2022-11-25,Damaged in Transit,913.0,Refunded,3,Fashion
RET006737,ORD0035537,PROD0368,CUST00795,2022-11-25,Defective Product,4299.0,Refunded,12,Beauty & Health
RET006738,ORD0035537,PROD0239,CUST00795,2022-11-25,Better Price Found,4928.0,Refunded,13,Fashion
RET006739,ORD0035540,PROD0394,CUST01651,2022-08-25,Better Price Found,8188.0,Refunded,9,Office Supplies
RET006740,ORD0035567,PROD0727,CUST03837,2023-10-16,Changed Mind,17700.0,Refunded,4,Office Supplies
RET006741,ORD0035567,PROD0715,CUST03837,2023-10-16,Damaged in Transit,799.0,Pending,11,Home & Kitchen
RET006742,ORD0035588,PROD0321,CUST02287,2023-04-24,Wrong Item,17157.0,Refunded,9,Home & Kitchen
RET006743,ORD0035591,PROD0531,CUST02907,2023-11-13,Better Price Found,108.0,Refunded,10,Grocery
RET006744,ORD0035610,PROD0659,CUST04551,2021-12-09,Defective Product,1058.0,Refunded,14,Grocery
RET006745,ORD0035614,PROD0455,CUST02637,2022-12-17,Size Issue,9752.0,Refunded,7,Automotive
RET006746,ORD0035614,PROD0745,CUST02637,2022-12-17,Size Issue,32342.0,Pending,7,Home & Kitchen
RET006747,ORD0035614,PROD0646,CUST02637,2022-12-17,Size Issue,32026.0,Refunded,3,Sports & Fitness
RET006748,ORD0035619,PROD0637,CUST04096,2024-03-19,Changed Mind,1152.0,Refunded,11,Beauty & Health
RET006749,ORD0035619,PROD0466,CUST04096,2024-03-19,Changed Mind,33293.0,Refunded,11,Home & Kitchen
RET006750,ORD0035619,PROD0128,CUST04096,2024-03-19,Damaged in Transit,3340.0,Refunded,11,Toys & Games
RET006751,ORD0035619,PROD0536,CUST04096,2024-03-19,Changed Mind,292.0,Rejected,14,Grocery
RET006752,ORD0035632,PROD0489,CUST00234,2023-12-27,Wrong Item,11500.0,Refunded,12,Fashion
RET006753,ORD0035632,PROD0091,CUST00234,2023-12-27,Damaged in Transit,1346.0,Refunded,7,Beauty & Health
RET006754,ORD0035648,PROD0563,CUST01904,2023-08-22,Changed Mind,2708.0,Refunded,5,Home & Kitchen
RET006755,ORD0035648,PROD0384,CUST01904,2023-08-22,Changed Mind,6148.0,Refunded,14,Toys & Games
RET006756,ORD0035648,PROD0688,CUST01904,2023-08-22,Damaged in Transit,4544.0,Refunded,5,Office Supplies
RET006757,ORD0035660,PROD0154,CUST00171,2024-02-13,Better Price Found,2978.0,Refunded,8,Beauty & Health
RET006758,ORD0035660,PROD0390,CUST00171,2024-02-13,Damaged in Transit,7348.0,Refunded,13,Electronics
RET006759,ORD0035672,PROD0221,CUST04783,2022-02-08,Defective Product,33324.0,Refunded,14,Home & Kitchen
RET006760,ORD0035674,PROD0681,CUST04959,2024-05-10,Changed Mind,3330.0,Pending,14,Beauty & Health
RET006761,ORD0035674,PROD0260,CUST04959,2024-05-10,Defective Product,1568.0,Refunded,14,Books
RET006762,ORD0035686,PROD0355,CUST03777,2021-12-08,Wrong Item,24489.0,Refunded,13,Fashion
RET006763,ORD0035686,PROD0748,CUST03777,2021-12-08,Size Issue,4670.0,Pending,8,Beauty & Health
RET006764,ORD0035692,PROD0648,CUST03651,2020-03-14,Defective Product,7995.0,Refunded,6,Fashion
RET006765,ORD0035692,PROD0401,CUST03651,2020-03-14,Size Issue,38942.0,Pending,10,Home & Kitchen
RET006766,ORD0035692,PROD0033,CUST03651,2020-03-14,Better Price Found,73653.0,Refunded,3,Electronics
RET006767,ORD0035692,PROD0640,CUST03651,2020-03-14,Size Issue,3340.0,Refunded,9,Toys & Games
RET006768,ORD0035695,PROD0164,CUST03563,2022-07-03,Defective Product,4130.0,Refunded,4,Beauty & Health
RET006769,ORD0035695,PROD0277,CUST03563,2022-07-03,Defective Product,206.0,Refunded,3,Beauty & Health
RET006770,ORD0035697,PROD0350,CUST04799,2023-11-25,Damaged in Transit,11869.0,Refunded,9,Sports & Fitness
RET006771,ORD0035697,PROD0149,CUST04799,2023-11-25,Better Price Found,26011.0,Refunded,6,Home & Kitchen
RET006772,ORD0035708,PROD0028,CUST04762,2024-02-02,Better Price Found,3044.0,Refunded,6,Sports & Fitness
RET006773,ORD0035708,PROD0711,CUST04762,2024-02-02,Better Price Found,55328.0,Refunded,12,Electronics
RET006774,ORD0035710,PROD0629,CUST02032,2023-06-23,Wrong Item,2456.0,Pending,13,Books
RET006775,ORD0035710,PROD0338,CUST02032,2023-06-23,Wrong Item,53760.0,Refunded,14,Sports & Fitness
RET006776,ORD0035710,PROD0787,CUST02032,2023-06-23,Better Price Found,3931.0,Refunded,14,Office Supplies
RET006777,ORD0035710,PROD0238,CUST02032,2023-06-23,Size Issue,950.0,Pending,13,Fashion
RET006778,ORD0035738,PROD0715,CUST04420,2024-06-09,Changed Mind,1996.0,Refunded,3,Home & Kitchen
RET006779,ORD0035738,PROD0114,CUST04420,2024-06-09,Defective Product,5560.0,Refunded,6,Beauty & Health
RET006780,ORD0035738,PROD0002,CUST04420,2024-06-09,Size Issue,6215.0,Refunded,11,Toys & Games
RET006781,ORD0035738,PROD0078,CUST04420,2024-06-09,Size Issue,8212.0,Refunded,7,Office Supplies
RET006782,ORD0035738,PROD0207,CUST04420,2024-06-09,Size Issue,2649.0,Refunded,10,Books
RET006783,ORD0035741,PROD0521,CUST02224,2021-04-02,Better Price Found,467864.0,Pending,3,Electronics
RET006784,ORD0035745,PROD0691,CUST00567,2021-12-06,Wrong Item,18687.0,Refunded,14,Automotive
RET006785,ORD0035753,PROD0262,CUST04649,2020-07-03,Defective Product,25591.0,Refunded,11,Home & Kitchen
RET006786,ORD0035754,PROD0394,CUST03356,2022-08-16,Damaged in Transit,8734.0,Refunded,8,Office Supplies
RET006787,ORD0035754,PROD0703,CUST03356,2022-08-16,Size Issue,26118.0,Refunded,5,Electronics
RET006788,ORD0035754,PROD0309,CUST03356,2022-08-16,Wrong Item,42611.0,Refunded,11,Electronics
RET006789,ORD0035762,PROD0275,CUST02905,2024-07-28,Changed Mind,2532.0,Refunded,4,Grocery
RET006790,ORD0035762,PROD0680,CUST02905,2024-07-28,Damaged in Transit,29548.0,Pending,7,Office Supplies
RET006791,ORD0035762,PROD0701,CUST02905,2024-07-28,Better Price Found,54734.0,Refunded,14,Home & Kitchen
RET006792,ORD0035772,PROD0514,CUST04116,2020-01-30,Changed Mind,51321.0,Refunded,8,Electronics
RET006793,ORD0035773,PROD0631,CUST04265,2021-05-05,Changed Mind,1345.0,Refunded,8,Beauty & Health
RET006794,ORD0035773,PROD0156,CUST04265,2021-05-05,Better Price Found,4008.0,Refunded,11,Toys & Games
RET006795,ORD0035797,PROD0450,CUST03284,2021-09-11,Better Price Found,3794.0,Refunded,3,Sports & Fitness
RET006796,ORD0035798,PROD0618,CUST01955,2023-05-08,Better Price Found,887.0,Refunded,7,Books
RET006797,ORD0035803,PROD0769,CUST03588,2023-07-08,Defective Product,18404.0,Pending,6,Automotive
RET006798,ORD0035816,PROD0488,CUST03335,2024-02-18,Wrong Item,8846.0,Pending,12,Fashion
RET006799,ORD0035823,PROD0675,CUST04276,2020-04-06,Damaged in Transit,2066.0,Refunded,14,Toys & Games
RET006800,ORD0035823,PROD0476,CUST04276,2020-04-06,Damaged in Transit,17064.0,Refunded,11,Toys & Games
RET006801,ORD0035824,PROD0352,CUST02319,2020-12-20,Size Issue,5160.0,Refunded,6,Beauty & Health
RET006802,ORD0035824,PROD0620,CUST02319,2020-12-20,Better Price Found,2620.0,Refunded,5,Books
RET006803,ORD0035824,PROD0023,CUST02319,2020-12-20,Changed Mind,44113.0,Rejected,4,Electronics
RET006804,ORD0035824,PROD0308,CUST02319,2020-12-20,Wrong Item,12220.0,Refunded,8,Office Supplies
RET006805,ORD0035825,PROD0714,CUST02133,2023-11-23,Better Price Found,15282.0,Refunded,5,Sports & Fitness
RET006806,ORD0035831,PROD0636,CUST01516,2024-05-06,Changed Mind,39951.0,Refunded,10,Electronics
RET006807,ORD0035831,PROD0533,CUST01516,2024-05-06,Defective Product,8174.0,Pending,10,Office Supplies
RET006808,ORD0035831,PROD0575,CUST01516,2024-05-06,Better Price Found,1926.0,Refunded,8,Fashion
RET006809,ORD0035834,PROD0328,CUST00296,2022-09-30,Size Issue,4278.0,Pending,3,Office Supplies
RET006810,ORD0035834,PROD0791,CUST00296,2022-09-30,Changed Mind,1092.0,Refunded,10,Fashion
RET006811,ORD0035834,PROD0584,CUST00296,2022-09-30,Defective Product,2651.0,Rejected,7,Toys & Games
RET006812,ORD0035834,PROD0486,CUST00296,2022-09-30,Damaged in Transit,68458.0,Refunded,7,Electronics
RET006813,ORD0035834,PROD0475,CUST00296,2022-09-30,Better Price Found,554.0,Refunded,6,Books
RET006814,ORD0035836,PROD0483,CUST00682,2024-02-11,Damaged in Transit,776.0,Refunded,12,Books
RET006815,ORD0035836,PROD0171,CUST00682,2024-02-11,Wrong Item,7172.0,Refunded,12,Toys & Games
RET006816,ORD0035848,PROD0179,CUST03613,2021-10-06,Wrong Item,657.0,Refunded,13,Grocery
RET006817,ORD0035848,PROD0523,CUST03613,2021-10-06,Wrong Item,12422.0,Refunded,11,Automotive
RET006818,ORD0035860,PROD0417,CUST00508,2020-11-15,Better Price Found,3284.0,Pending,4,Automotive
RET006819,ORD0035860,PROD0787,CUST00508,2020-11-15,Wrong Item,11793.0,Pending,4,Office Supplies
RET006820,ORD0035865,PROD0511,CUST01181,2024-01-19,Defective Product,1365.0,Refunded,11,Office Supplies
RET006821,ORD0035865,PROD0637,CUST01181,2024-01-19,Changed Mind,1152.0,Refunded,3,Beauty & Health
RET006822,ORD0035886,PROD0681,CUST04677,2023-06-24,Size Issue,5876.0,Pending,7,Beauty & Health
RET006823,ORD0035890,PROD0636,CUST00928,2023-07-10,Damaged in Transit,79902.0,Refunded,8,Electronics
RET006824,ORD0035891,PROD0708,CUST01484,2022-04-18,Defective Product,4854.0,Refunded,9,Fashion
RET006825,ORD0035891,PROD0445,CUST01484,2022-04-18,Changed Mind,33386.0,Pending,14,Home & Kitchen
RET006826,ORD0035891,PROD0279,CUST01484,2022-04-18,Defective Product,1053.0,Refunded,9,Grocery
RET006827,ORD0035891,PROD0042,CUST01484,2022-04-18,Better Price Found,546.0,Refunded,9,Books
RET006828,ORD0035895,PROD0157,CUST03773,2021-12-13,Wrong Item,726.0,Refunded,13,Books
RET006829,ORD0035902,PROD0787,CUST00184,2022-07-11,Better Price Found,3931.0,Pending,9,Office Supplies
RET006830,ORD0035902,PROD0272,CUST00184,2022-07-11,Better Price Found,4228.0,Pending,13,Beauty & Health
RET006831,ORD0035915,PROD0318,CUST03860,2023-03-26,Defective Product,67335.0,Rejected,13,Home & Kitchen
RET006832,ORD0035916,PROD0081,CUST00945,2023-04-22,Better Price Found,1918.0,Refunded,10,Fashion
RET006833,ORD0035916,PROD0594,CUST00945,2023-04-22,Size Issue,333.0,Pending,11,Books
RET006834,ORD0035916,PROD0034,CUST00945,2023-04-22,Better Price Found,90494.0,Refunded,11,Electronics
RET006835,ORD0035916,PROD0702,CUST00945,2023-04-22,Better Price Found,2952.0,Pending,10,Toys & Games
RET006836,ORD0035916,PROD0154,CUST00945,2023-04-22,Wrong Item,3436.0,Refunded,3,Beauty & Health
RET006837,ORD0035917,PROD0784,CUST03055,2024-05-04,Wrong Item,1065.0,Refunded,5,Books
RET006838,ORD0035923,PROD0050,CUST00951,2020-07-30,Damaged in Transit,46350.0,Refunded,14,Electronics
RET006839,ORD0035923,PROD0494,CUST00951,2020-07-30,Wrong Item,18268.0,Refunded,10,Automotive
RET006840,ORD0035923,PROD0334,CUST00951,2020-07-30,Size Issue,27167.0,Refunded,5,Home & Kitchen
RET006841,ORD0035923,PROD0522,CUST00951,2020-07-30,Changed Mind,4913.0,Refunded,8,Toys & Games
RET006842,ORD0035923,PROD0306,CUST00951,2020-07-30,Changed Mind,3959.0,Pending,7,Beauty & Health
RET006843,ORD0035936,PROD0016,CUST00793,2020-07-28,Changed Mind,1428.0,Refunded,7,Books
RET006844,ORD0035941,PROD0160,CUST02532,2023-10-20,Damaged in Transit,5200.0,Refunded,6,Fashion
RET006845,ORD0035941,PROD0313,CUST02532,2023-10-20,Better Price Found,3566.0,Pending,5,Fashion
RET006846,ORD0035941,PROD0465,CUST02532,2023-10-20,Damaged in Transit,1146.0,Refunded,9,Grocery
RET006847,ORD0035954,PROD0547,CUST04935,2020-03-01,Defective Product,350.0,Refunded,13,Grocery
RET006848,ORD0035954,PROD0097,CUST04935,2020-03-01,Size Issue,8042.0,Refunded,3,Automotive
RET006849,ORD0035954,PROD0214,CUST04935,2020-03-01,Size Issue,1970.0,Pending,5,Beauty & Health
RET006850,ORD0035954,PROD0121,CUST04935,2020-03-01,Defective Product,17756.0,Refunded,14,Office Supplies
RET006851,ORD0035954,PROD0186,CUST04935,2020-03-01,Wrong Item,91904.0,Pending,5,Electronics
RET006852,ORD0035955,PROD0729,CUST01647,2024-07-21,Damaged in Transit,764.0,Refunded,13,Books
RET006853,ORD0035959,PROD0436,CUST01026,2024-02-01,Damaged in Transit,58338.0,Refunded,6,Electronics
RET006854,ORD0035971,PROD0552,CUST02717,2022-02-01,Size Issue,755.0,Refunded,5,Beauty & Health
RET006855,ORD0035971,PROD0031,CUST02717,2022-02-01,Better Price Found,2760.0,Refunded,12,Grocery
RET006856,ORD0035982,PROD0476,CUST04862,2022-12-28,Changed Mind,7110.0,Pending,4,Toys & Games
RET006857,ORD0035982,PROD0680,CUST04862,2022-12-28,Better Price Found,8256.0,Refunded,13,Office Supplies
RET006858,ORD0036002,PROD0641,CUST00423,2020-02-10,Size Issue,354.0,Refunded,5,Books
RET006859,ORD0036002,PROD0188,CUST00423,2020-02-10,Size Issue,788.0,Pending,6,Books
RET006860,ORD0036003,PROD0336,CUST01418,2023-08-20,Defective Product,7069.0,Refunded,11,Office Supplies
RET006861,ORD0036003,PROD0036,CUST01418,2023-08-20,Damaged in Transit,18424.0,Refunded,6,Fashion
RET006862,ORD0036010,PROD0120,CUST01451,2024-03-22,Changed Mind,19252.0,Refunded,12,Sports & Fitness
RET006863,ORD0036022,PROD0701,CUST01821,2021-03-05,Size Issue,25926.0,Refunded,13,Home & Kitchen
RET006864,ORD0036023,PROD0400,CUST00545,2024-09-10,Size Issue,1311.0,Pending,11,Books
RET006865,ORD0036023,PROD0277,CUST00545,2024-09-10,Better Price Found,185.0,Pending,7,Beauty & Health
RET006866,ORD0036023,PROD0727,CUST00545,2024-09-10,Damaged in Transit,4425.0,Refunded,5,Office Supplies
RET006867,ORD0036025,PROD0304,CUST00906,2020-08-09,Defective Product,2984.0,Refunded,4,Beauty & Health
RET006868,ORD0036025,PROD0167,CUST00906,2020-08-09,Size Issue,53114.0,Pending,8,Electronics
RET006869,ORD0036025,PROD0021,CUST00906,2020-08-09,Size Issue,3636.0,Refunded,14,Beauty & Health
RET006870,ORD0036034,PROD0328,CUST04200,2023-08-22,Wrong Item,1605.0,Refunded,6,Office Supplies
